Monat,Name,Partei,Geschlecht,Funktion,Saldo,Veränderung,Parlaments_ID,Anmerkung
2008-07-01,Josef Pröll,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",40,,,
2008-07-01,Maria Berger,SPÖ,Frau,Bundesministerin für Justiz,21,,,
2008-07-01,Maria Theresia Fekter,ÖVP,Frau,Bundesministerin für Inneres,2,,,
2008-07-01,Martin Bartenstein,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,10,,,
2008-07-01,Michael Spindelegger,ÖVP,Mann,2. Nationalratspräsident,-2,,,
2008-07-01,Norbert Darabos,SPÖ,Mann,Bundesminister für Landesverteidigung,-31,,,
2008-07-01,Peter Westenthaler  ,BZÖ,Mann,Klubobmann,-71,,,
2008-07-01,Ursula Plassnik,ÖVP,Frau,Bundesministerin für europäische und internationale Angelegenheiten,24,,,
2008-07-01,Werner Faymann,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",14,,,
2008-07-01,Wilhelm Molterer,ÖVP,Mann,Vizekanzler,-2,,,
2008-07-01,Wolfgang Schüssel,ÖVP,Mann,Klubobmann,-15,,,
2008-06-01,Alexander Van der Bellen,Grüne,Mann,Klubobmann,10,,,
2008-06-01,Alfred Gusenbauer,SPÖ,Mann,Bundeskanzler,-29,,,
2008-06-01,Andrea Kdolsky,ÖVP,Frau,"Bundesministerin für Gesundheit, Familie und Jugend",-39,,,
2008-06-01,Barbara Prammer,SPÖ,Frau,Nationalratspräsidentin,24,,,
2008-06-01,Claudia Schmied,SPÖ,Frau,"Bundesministerin für Unterricht, Kunst und Kultur",9,,,
2008-06-01,Doris Bures,SPÖ,Frau,"Bundesministerin für Frauen, Medien und Öffentlicher Dienst",-3,,,
2008-06-01,Erwin Buchinger,SPÖ,Mann,Bundesminister für Soziales und Konsumentenschutz,16,,,
2008-06-01,Eva Glawischnig-Piesczek,Grüne,Frau,3. Nationalratspräsidentin,1,,,
2008-06-01,Günther Platter,ÖVP,Mann,Bundesminister für Inneres,-7,,,
2008-06-01,Heinz Fischer,parteilos,Mann,Bundespräsident,66,,,
2008-06-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-41,,,
2008-06-01,Johannes Hahn,ÖVP,Mann,Bundesminister für Wissenschaft und Forschung,12,,,
2008-06-01,Josef Cap,SPÖ,Mann,Klubobmann,-26,,,
2008-06-01,Josef Pröll,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",35,,,
2008-06-01,Maria Berger,SPÖ,Frau,Bundesministerin für Justiz,17,,,
2008-06-01,Martin Bartenstein,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,7,,,
2008-06-01,Michael Spindelegger,ÖVP,Mann,2. Nationalratspräsident,-3,,,
2008-06-01,Norbert Darabos,SPÖ,Mann,Bundesminister für Landesverteidigung,-31,,,
2008-06-01,Peter Westenthaler  ,BZÖ,Mann,Klubobmann,-67,,,
2008-06-01,Ursula Plassnik,ÖVP,Frau,Bundesministerin für europäische und internationale Angelegenheiten,31,,,
2008-06-01,Werner Faymann,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",24,,,
2008-06-01,Wilhelm Molterer,ÖVP,Mann,Vizekanzler,-10,,,
2008-06-01,Wolfgang Schüssel,ÖVP,Mann,Klubobmann,-17,,,
2008-04-01,Alexander Van der Bellen,Grüne,Mann,Klubobmann,18,,,
2008-04-01,Alfred Gusenbauer,SPÖ,Mann,Bundeskanzler,-17,,,
2008-04-01,Andrea Kdolsky,ÖVP,Frau,"Bundesministerin für Gesundheit, Familie und Jugend",-28,,,
2008-04-01,Barbara Prammer,SPÖ,Frau,Nationalratspräsidentin,22,,,
2008-04-01,Claudia Schmied,SPÖ,Frau,"Bundesministerin für Unterricht, Kunst und Kultur",12,,,
2008-04-01,Doris Bures,SPÖ,Frau,"Bundesministerin für Frauen, Medien und Öffentlicher Dienst",1,,,
2008-04-01,Erwin Buchinger,SPÖ,Mann,Bundesminister für Soziales und Konsumentenschutz,15,,,
2008-04-01,Eva Glawischnig-Piesczek,Grüne,Frau,3. Nationalratspräsidentin,3,,,
2008-04-01,Günther Platter,ÖVP,Mann,Bundesminister für Inneres,-14,,,
2008-04-01,Heinz Fischer,parteilos,Mann,Bundespräsident,69,,,
2008-04-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-38,,,
2008-04-01,Johannes Hahn,ÖVP,Mann,Bundesminister für Wissenschaft und Forschung,17,,,
2008-04-01,Josef Cap,SPÖ,Mann,Klubobmann,-18,,,
2008-04-01,Josef Pröll,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",41,,,
2008-04-01,Maria Berger,SPÖ,Frau,Bundesministerin für Justiz,15,,,
2008-04-01,Martin Bartenstein,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,16,,,
2008-04-01,Michael Spindelegger,ÖVP,Mann,2. Nationalratspräsident,-5,,,
2008-04-01,Norbert Darabos,SPÖ,Mann,Bundesminister für Landesverteidigung,-32,,,
2008-04-01,Peter Westenthaler  ,BZÖ,Mann,Klubobmann,-63,,,
2008-04-01,Ursula Plassnik,ÖVP,Frau,Bundesministerin für europäische und internationale Angelegenheiten,35,,,
2008-04-01,Werner Faymann,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",13,,,
2008-04-01,Wilhelm Molterer,ÖVP,Mann,Vizekanzler,-3,,,
2008-04-01,Wolfgang Schüssel,ÖVP,Mann,Klubobmann,-12,,,
2008-03-01,Alexander Van der Bellen,Grüne,Mann,Klubobmann,16,,,
2008-03-01,Alfred Gusenbauer,SPÖ,Mann,Bundeskanzler,-15,,,
2008-03-01,Andrea Kdolsky,ÖVP,Frau,"Bundesministerin für Gesundheit, Familie und Jugend",-22,,,
2008-03-01,Barbara Prammer,SPÖ,Frau,Nationalratspräsidentin,25,,,
2008-03-01,Claudia Schmied,SPÖ,Frau,"Bundesministerin für Unterricht, Kunst und Kultur",8,,,
2008-03-01,Doris Bures,SPÖ,Frau,"Bundesministerin für Frauen, Medien und Öffentlicher Dienst",5,,,
2008-03-01,Erwin Buchinger,SPÖ,Mann,Bundesminister für Soziales und Konsumentenschutz,9,,,
2008-03-01,Eva Glawischnig-Piesczek,Grüne,Frau,3. Nationalratspräsidentin,6,,,
2008-03-01,Günther Platter,ÖVP,Mann,Bundesminister für Inneres,-7,,,
2008-03-01,Heinz Fischer,parteilos,Mann,Bundespräsident,72,,,
2008-03-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-42,,,
2008-03-01,Johannes Hahn,ÖVP,Mann,Bundesminister für Wissenschaft und Forschung,14,,,
2008-03-01,Josef Cap,SPÖ,Mann,Klubobmann,-17,,,
2008-03-01,Josef Pröll,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",45,,,
2008-03-01,Maria Berger,SPÖ,Frau,Bundesministerin für Justiz,12,,,
2008-03-01,Martin Bartenstein,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,15,,,
2008-03-01,Michael Spindelegger,ÖVP,Mann,2. Nationalratspräsident,-4,,,
2008-03-01,Norbert Darabos,SPÖ,Mann,Bundesminister für Landesverteidigung,-35,,,
2008-03-01,Peter Westenthaler  ,BZÖ,Mann,Klubobmann,-56,,,
2008-03-01,Ursula Plassnik,ÖVP,Frau,Bundesministerin für europäische und internationale Angelegenheiten,32,,,
2008-03-01,Werner Faymann,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",19,,,
2008-03-01,Wilhelm Molterer,ÖVP,Mann,Vizekanzler,2,,,
2008-03-01,Wolfgang Schüssel,ÖVP,Mann,Klubobmann,-8,,,
2007-12-01,Alexander Van der Bellen,Grüne,Mann,Klubobmann,10,,,
2007-12-01,Alfred Gusenbauer,SPÖ,Mann,Bundeskanzler,4,,,
2007-12-01,Andrea Kdolsky,ÖVP,Frau,"Bundesministerin für Gesundheit, Familie und Jugend",-16,,,
2007-12-01,Barbara Prammer,SPÖ,Frau,Nationalratspräsidentin,17,,,
2007-12-01,Claudia Schmied,SPÖ,Frau,"Bundesministerin für Unterricht, Kunst und Kultur",11,,,
2007-12-01,Doris Bures,SPÖ,Frau,"Bundesministerin für Frauen, Medien und Öffentlicher Dienst",6,,,
2007-12-01,Erwin Buchinger,SPÖ,Mann,Bundesminister für Soziales und Konsumentenschutz,2,,,
2007-12-01,Eva Glawischnig-Piesczek,Grüne,Frau,3. Nationalratspräsidentin,1,,,
2007-12-01,Günther Platter,ÖVP,Mann,Bundesminister für Landesverteidigung,9,,,
2007-12-01,Heinz Fischer,parteilos,Mann,Bundespräsident,72,,,
2007-12-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-49,,,
2007-12-01,Johannes Hahn,ÖVP,Mann,Bundesminister für Wissenschaft und Forschung,8,,,
2007-12-01,Josef Cap,SPÖ,Mann,Klubobmann,-19,,,
2007-12-01,Josef Pröll,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",35,,,
2007-12-01,Maria Berger,SPÖ,Frau,Bundesministerin für Justiz,12,,,
2007-12-01,Martin Bartenstein,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,17,,,
2007-12-01,Michael Spindelegger,ÖVP,Mann,2. Nationalratspräsident,-5,,,
2007-12-01,Norbert Darabos,SPÖ,Mann,Bundesminister für Landesverteidigung,-31,,,
2007-12-01,Peter Westenthaler  ,BZÖ,Mann,Klubobmann,-59,,,
2007-12-01,Ursula Plassnik,ÖVP,Frau,Bundesministerin für europäische und internationale Angelegenheiten,36,,,
2007-12-01,Werner Faymann,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",7,,,
2007-12-01,Wilhelm Molterer,ÖVP,Mann,Vizekanzler,14,,,
2007-12-01,Wolfgang Schüssel,ÖVP,Mann,Klubobmann,-1,,,
2007-09-01,Alexander Van der Bellen,Grüne,Mann,Klubobmann,16,,,
2007-09-01,Alfred Gusenbauer,SPÖ,Mann,Bundeskanzler,7,,,
2007-09-01,Andrea Kdolsky,ÖVP,Frau,"Bundesministerin für Gesundheit, Familie und Jugend",-11,,,
2007-09-01,Barbara Prammer,SPÖ,Frau,Nationalratspräsidentin,19,,,
2007-09-01,Claudia Schmied,SPÖ,Frau,"Bundesministerin für Unterricht, Kunst und Kultur",8,,,
2007-09-01,Doris Bures,SPÖ,Frau,"Bundesministerin für Frauen, Medien und Öffentlicher Dienst",3,,,
2007-09-01,Erwin Buchinger,SPÖ,Mann,Bundesminister für Soziales und Konsumentenschutz,7,,,
2007-09-01,Eva Glawischnig-Piesczek,Grüne,Frau,3. Nationalratspräsidentin,4,,,
2007-09-01,Günther Platter,ÖVP,Mann,Bundesminister für Landesverteidigung,4,,,
2007-09-01,Heinz Fischer,parteilos,Mann,Bundespräsident,71,,,
2007-09-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-56,,,
2007-09-01,Johannes Hahn,ÖVP,Mann,Bundesminister für Wissenschaft und Forschung,0,,,
2007-09-01,Josef Cap,SPÖ,Mann,Klubobmann,-18,,,
2007-09-01,Josef Pröll,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",31,,,
2007-09-01,Maria Berger,SPÖ,Frau,Bundesministerin für Justiz,13,,,
2007-09-01,Martin Bartenstein,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,13,,,
2007-09-01,Michael Spindelegger,ÖVP,Mann,2. Nationalratspräsident,-4,,,
2007-09-01,Norbert Darabos,SPÖ,Mann,Bundesminister für Landesverteidigung,-19,,,
2007-09-01,Peter Westenthaler  ,BZÖ,Mann,Klubobmann,-63,,,
2007-09-01,Ursula Plassnik,ÖVP,Frau,Bundesministerin für europäische und internationale Angelegenheiten,40,,,
2007-09-01,Werner Faymann,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",9,,,
2007-09-01,Wilhelm Molterer,ÖVP,Mann,Vizekanzler,9,,,
2007-09-01,Wolfgang Schüssel,ÖVP,Mann,Klubobmann,-4,,,
2007-06-01,Alexander Van der Bellen,Grüne,Mann,Klubobmann,18,,,
2007-06-01,Alfred Gusenbauer,SPÖ,Mann,Bundeskanzler,4,,,
2007-06-01,Andrea Kdolsky,ÖVP,Frau,"Bundesministerin für Gesundheit, Familie und Jugend",9,,,
2007-06-01,Barbara Prammer,SPÖ,Frau,Nationalratspräsidentin,27,,,
2007-06-01,Claudia Schmied,SPÖ,Frau,"Bundesministerin für Unterricht, Kunst und Kultur",7,,,
2007-06-01,Doris Bures,SPÖ,Frau,"Bundesministerin für Frauen, Medien und Öffentlicher Dienst",6,,,
2007-06-01,Erwin Buchinger,SPÖ,Mann,Bundesminister für Soziales und Konsumentenschutz,15,,,
2007-06-01,Eva Glawischnig-Piesczek,Grüne,Frau,3. Nationalratspräsidentin,10,,,
2007-06-01,Günther Platter,ÖVP,Mann,Bundesminister für Landesverteidigung,5,,,
2007-06-01,Heinz Fischer,parteilos,Mann,Bundespräsident,73,,,
2007-06-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-51,,,
2007-06-01,Johannes Hahn,ÖVP,Mann,Bundesminister für Wissenschaft und Forschung,0,,,
2007-06-01,Josef Cap,SPÖ,Mann,Klubobmann,-17,,,
2007-06-01,Josef Pröll,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",41,,,
2007-06-01,Maria Berger,SPÖ,Frau,Bundesministerin für Justiz,17,,,
2007-06-01,Martin Bartenstein,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,11,,,
2007-06-01,Michael Spindelegger,ÖVP,Mann,2. Nationalratspräsident,-1,,,
2007-06-01,Norbert Darabos,SPÖ,Mann,Bundesminister für Landesverteidigung,-8,,,
2007-06-01,Peter Westenthaler  ,BZÖ,Mann,Klubobmann,-63,,,
2007-06-01,Ursula Plassnik,ÖVP,Frau,Bundesministerin für europäische und internationale Angelegenheiten,46,,,
2007-06-01,Werner Faymann,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",11,,,
2007-06-01,Wilhelm Molterer,ÖVP,Mann,Vizekanzler,10,,,
2007-06-01,Wolfgang Schüssel,ÖVP,Mann,Klubobmann,1,,,
2007-03-01,Alexander Van der Bellen,Grüne,Mann,Klubobmann,11,,,
2007-03-01,Alfred Gusenbauer,SPÖ,Mann,Bundeskanzler,9,,,
2007-03-01,Andrea Kdolsky,ÖVP,Frau,"Bundesministerin für Gesundheit, Familie und Jugend",16,,,
2007-03-01,Barbara Prammer,SPÖ,Frau,Nationalratspräsidentin,24,,,
2007-03-01,Claudia Schmied,SPÖ,Frau,"Bundesministerin für Unterricht, Kunst und Kultur",9,,,
2007-03-01,Doris Bures,SPÖ,Frau,"Bundesministerin für Frauen, Medien und Öffentlicher Dienst",4,,,
2007-03-01,Erwin Buchinger,SPÖ,Mann,Bundesminister für Soziales und Konsumentenschutz,17,,,
2007-03-01,Eva Glawischnig-Piesczek,Grüne,Frau,3. Nationalratspräsidentin,6,,,
2007-03-01,Günther Platter,ÖVP,Mann,Bundesminister für Landesverteidigung,9,,,
2007-03-01,Heinz Fischer,parteilos,Mann,Bundespräsident,66,,,
2007-03-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-55,,,
2007-03-01,Johannes Hahn,ÖVP,Mann,Bundesminister für Wissenschaft und Forschung,8,,,
2007-03-01,Josef Cap,SPÖ,Mann,Klubobmann,-16,,,
2007-03-01,Josef Pröll,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",38,,,
2007-03-01,Maria Berger,SPÖ,Frau,Bundesministerin für Justiz,11,,,
2007-03-01,Martin Bartenstein,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,13,,,
2007-03-01,Michael Spindelegger,ÖVP,Mann,2. Nationalratspräsident,-3,,,
2007-03-01,Norbert Darabos,SPÖ,Mann,Bundesminister für Landesverteidigung,-5,,,
2007-03-01,Peter Westenthaler  ,BZÖ,Mann,Klubobmann,-64,,,
2007-03-01,Ursula Plassnik,ÖVP,Frau,Bundesministerin für europäische und internationale Angelegenheiten,40,,,
2007-03-01,Werner Faymann,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",12,,,
2007-03-01,Wilhelm Molterer,ÖVP,Mann,Vizekanzler,14,,,
2007-03-01,Wolfgang Schüssel,ÖVP,Mann,Klubobmann,7,,,
2007-01-01,Alexander Van der Bellen,Grüne,Mann,Klubobmann,14,,,
2007-01-01,Alfred Gusenbauer,SPÖ,Mann,Bundeskanzler,3,,,
2007-01-01,Andrea Kdolsky,ÖVP,Frau,Bundesministerin für Gesundheit und Frauen,8,,,
2007-01-01,Barbara Prammer,SPÖ,Frau,Nationalratspräsidentin,21,,,
2007-01-01,Claudia Schmied,SPÖ,Frau,"Bundesministerin für Bildung, Wissenschaft und Kultur",7,,,
2007-01-01,Doris Bures,SPÖ,Frau,Bundesgeschäftsführerin ,2,,,
2007-01-01,Erwin Buchinger,SPÖ,Mann,"Bundesminister für soziale Sicherheit, Generationen und Konsumentenschutz",9,,,
2007-01-01,Eva Glawischnig-Piesczek,Grüne,Frau,3. Nationalratspräsidentin,5,,,
2007-01-01,Günther Platter,ÖVP,Mann,Bundesminister für Landesverteidigung,11,,,
2007-01-01,Heinz Fischer,parteilos,Mann,Bundespräsident,72,,,
2007-01-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-44,,,
2007-01-01,Johannes Hahn,ÖVP,Mann,Bundesminister für Wissenschaft und Forschung,10,,PAD_36451,
2007-01-01,Josef Cap,SPÖ,Mann,Geschäftsführender Klubobmann ,-12,,,
2007-01-01,Josef Pröll,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",46,,,
2007-01-01,Maria Berger,SPÖ,Frau,Bundesministerin für Justiz,5,,,
2007-01-01,Martin Bartenstein,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,16,,,
2007-01-01,Michael Spindelegger,ÖVP,Mann,2. Nationalratspräsident,1,,,
2007-01-01,Norbert Darabos,SPÖ,Mann,Bundesminister für Landesverteidigung,-5,,,
2007-01-01,Peter Westenthaler  ,BZÖ,Mann,Klubobmann,-65,,,
2007-01-01,Ursula Plassnik,ÖVP,Frau,Bundesministerin für auswärtige Angelegenheiten,37,,,
2007-01-01,Werner Faymann,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",10,,,
2007-01-01,Wilhelm Molterer,ÖVP,Mann,Vizekanzler,18,,,
2007-01-01,Wolfgang Schüssel,ÖVP,Mann,Klubobmann,14,,,
2006-12-01,Alexander Van der Bellen,Grüne,Mann,Klubobmann,18,,,
2006-12-01,Alfred Gusenbauer,SPÖ,Mann,Klubobmann,13,,,
2006-12-01,Andreas Khol,ÖVP,Mann,Obmann ÖVP Seniorenbund,2,,PAD_00799,
2006-12-01,Doris Bures,SPÖ,Frau,Bundesgeschäftsführerin ,-8,,,
2006-12-01,Elisabeth Gehrer,ÖVP,Frau,"Bundesministerin für Bildung, Wissenschaft und Kultur",-43,,,
2006-12-01,Eva Glawischnig-Piesczek,Grüne,Frau,3. Nationalratspräsidentin,2,,,
2006-12-01,Günther Platter,ÖVP,Mann,Bundesminister für Landesverteidigung,-5,,,
2006-12-01,Heinz Fischer,parteilos,Mann,Bundespräsident,65,,,
2006-12-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-40,,,
2006-12-01,Herbert Kickl,FPÖ,Mann,Generalsekretär,-16,,,
2006-12-01,Herbert Scheibner,BZÖ,Mann,Klubobmann,-27,,,
2006-12-01,Hubert Gorbach,BZÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",-15,,,
2006-12-01,Josef Cap,SPÖ,Mann,Geschäftsführender Klubobmann ,-15,,,
2006-12-01,Josef Pröll,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",39,,,
2006-12-01,Karin Gastinger,BZÖ,Frau,Bundesministerin für Justiz,15,,,
2006-12-01,Karl-Heinz Grasser,ÖVP,Mann,Bundesminister für Finanzen,14,,,
2006-12-01,Liese Prokop,ÖVP,Frau,Bundesministerin für Inneres,15,,,
2006-12-01,Maria Rauch-Kallat,ÖVP,Frau,Bundesministerin für Gesundheit und Frauen,-10,,,
2006-12-01,Martin Bartenstein,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,9,,,
2006-12-01,Michaela Sburny,Grüne,Frau,Bundesgeschäftsführerin ,-15,,,
2006-12-01,Norbert Darabos,SPÖ,Mann,Bundesgeschäftsführer,-15,,,
2006-12-01,Peter Westenthaler  ,BZÖ,Mann,Klubobmann,-63,,,
2006-12-01,Reinhold Lopatka,ÖVP,Mann,Generalsekretär,-23,,,
2006-12-01,Ursula Haubner,BZÖ,Frau,"Bundesministerin für soziale Sicherheit, Generationen und Konsumentenschutz",-21,,,
2006-12-01,Ursula Plassnik,ÖVP,Frau,Bundesministerin für auswärtige Angelegenheiten,28,,,
2006-12-01,Uwe Scheuch,BZÖ,Mann,Abgeordneter zum Nationalrat,-38,,PAD_14893,
2006-12-01,Wilhelm Molterer,ÖVP,Mann,Klubobmann,-1,,,
2006-12-01,Wolfgang Schüssel,ÖVP,Mann,Bundeskanzler,3,,,
2006-09-01,Alexander Van der Bellen,Grüne,Mann,Klubobmann,26,,,
2006-09-01,Alfred Gusenbauer,SPÖ,Mann,Klubobmann,6,,,
2006-09-01,Andreas Khol,ÖVP,Mann,Nationalratspräsident,6,,,
2006-09-01,Doris Bures,SPÖ,Frau,Bundesgeschäftsführerin ,-11,,,
2006-09-01,Elisabeth Gehrer,ÖVP,Frau,"Bundesministerin für Bildung, Wissenschaft und Kultur",-37,,,
2006-09-01,Eva Glawischnig-Piesczek,Grüne,Frau,Stv. Klubobfrau,3,,PAD_08240,
2006-09-01,Günther Platter,ÖVP,Mann,Bundesminister für Landesverteidigung,-8,,,
2006-09-01,Hans-Peter Martin,MARTIN,Mann,Obmann,-19,,,
2006-09-01,Heinz Fischer,parteilos,Mann,Bundespräsident,75,,,
2006-09-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-48,,,
2006-09-01,Herbert Kickl,FPÖ,Mann,Generalsekretär,-18,,,
2006-09-01,Herbert Scheibner,BZÖ,Mann,Klubobmann,-23,,,
2006-09-01,Hubert Gorbach,BZÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",-19,,,
2006-09-01,Josef Cap,SPÖ,Mann,Geschäftsführender Klubobmann ,-14,,,
2006-09-01,Josef Pröll,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",34,,,
2006-09-01,Karin Gastinger,BZÖ,Frau,Bundesministerin für Justiz,20,,,
2006-09-01,Karl-Heinz Grasser,ÖVP,Mann,Bundesminister für Finanzen,11,,,
2006-09-01,Liese Prokop,ÖVP,Frau,Bundesministerin für Inneres,14,,,
2006-09-01,Maria Rauch-Kallat,ÖVP,Frau,Bundesministerin für Gesundheit und Frauen,-1,,,
2006-09-01,Martin Bartenstein,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,12,,,
2006-09-01,Michaela Sburny,Grüne,Frau,Bundesgeschäftsführerin ,-17,,,
2006-09-01,Norbert Darabos,SPÖ,Mann,Bundesgeschäftsführer,-13,,,
2006-09-01,Peter Westenthaler  ,BZÖ,Mann,Klubobmann,-51,,,
2006-09-01,Reinhold Lopatka,ÖVP,Mann,Generalsekretär,-19,,,
2006-09-01,Ursula Haubner,BZÖ,Frau,"Bundesministerin für soziale Sicherheit, Generationen und Konsumentenschutz",-3,,,
2006-09-01,Ursula Plassnik,ÖVP,Frau,Bundesministerin für auswärtige Angelegenheiten,33,,,
2006-09-01,Uwe Scheuch,BZÖ,Mann,Abgeordneter zum Nationalrat,-40,,PAD_14893,
2006-09-01,Wilhelm Molterer,ÖVP,Mann,Klubobmann,1,,,
2006-09-01,Wolfgang Schüssel,ÖVP,Mann,Bundeskanzler,11,,,
2006-08-01,Alexander Van der Bellen,Grüne,Mann,Klubobmann,28,,,
2006-08-01,Alfred Gusenbauer,SPÖ,Mann,Klubobmann,1,,,
2006-08-01,Andreas Khol,ÖVP,Mann,Nationalratspräsident,10,,,
2006-08-01,Doris Bures,SPÖ,Frau,Bundesgeschäftsführerin ,-11,,,
2006-08-01,Elisabeth Gehrer,ÖVP,Frau,"Bundesministerin für Bildung, Wissenschaft und Kultur",-31,,,
2006-08-01,Eva Glawischnig-Piesczek,Grüne,Frau,Stv. Klubobfrau,0,,PAD_08240,
2006-08-01,Günther Platter,ÖVP,Mann,Bundesminister für Landesverteidigung,-11,,,
2006-08-01,Hans-Peter Martin,MARTIN,Mann,Obmann,-20,,,
2006-08-01,Heinz Fischer,parteilos,Mann,Bundespräsident,72,,,
2006-08-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-45,,,
2006-08-01,Herbert Kickl,FPÖ,Mann,Generalsekretär,-14,,,
2006-08-01,Herbert Scheibner,BZÖ,Mann,Klubobmann,-26,,,
2006-08-01,Hubert Gorbach,BZÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",-24,,,
2006-08-01,Josef Cap,SPÖ,Mann,Geschäftsführender Klubobmann ,-16,,,
2006-08-01,Josef Pröll,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",27,,,
2006-08-01,Karin Gastinger,BZÖ,Frau,Bundesministerin für Justiz,18,,,
2006-08-01,Karl-Heinz Grasser,ÖVP,Mann,Bundesminister für Finanzen,6,,,
2006-08-01,Liese Prokop,ÖVP,Frau,Bundesministerin für Inneres,10,,,
2006-08-01,Maria Rauch-Kallat,ÖVP,Frau,Bundesministerin für Gesundheit und Frauen,-5,,,
2006-08-01,Martin Bartenstein,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,10,,,
2006-08-01,Michaela Sburny,Grüne,Frau,Bundesgeschäftsführerin ,-16,,,
2006-08-01,Norbert Darabos,SPÖ,Mann,Bundesgeschäftsführer,-11,,,
2006-08-01,Peter Westenthaler  ,BZÖ,Mann,Klubobmann,-46,,,
2006-08-01,Reinhold Lopatka,ÖVP,Mann,Generalsekretär,-17,,,
2006-08-01,Ursula Haubner,BZÖ,Frau,"Bundesministerin für soziale Sicherheit, Generationen und Konsumentenschutz",-6,,,
2006-08-01,Ursula Plassnik,ÖVP,Frau,Bundesministerin für auswärtige Angelegenheiten,29,,,
2006-08-01,Uwe Scheuch,BZÖ,Mann,Abgeordneter zum Nationalrat,-38,,PAD_14893,
2006-08-01,Wilhelm Molterer,ÖVP,Mann,Klubobmann,3,,,
2006-08-01,Wolfgang Schüssel,ÖVP,Mann,Bundeskanzler,13,,,
2006-06-01,Alexander Van der Bellen,Grüne,Mann,Klubobmann,25,,,
2006-06-01,Alfred Gusenbauer,SPÖ,Mann,Klubobmann,-4,,,
2006-06-01,Andreas Khol,ÖVP,Mann,Nationalratspräsident,8,,,
2006-06-01,Doris Bures,SPÖ,Frau,Bundesgeschäftsführerin ,-14,,,
2006-06-01,Elisabeth Gehrer,ÖVP,Frau,"Bundesministerin für Bildung, Wissenschaft und Kultur",-36,,,
2006-06-01,Eva Glawischnig-Piesczek,Grüne,Frau,Stv. Klubobfrau,-3,,PAD_08240,
2006-06-01,Günther Platter,ÖVP,Mann,Bundesminister für Landesverteidigung,-13,,,
2006-06-01,Heinz Fischer,parteilos,Mann,Bundespräsident,76,,,
2006-06-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-44,,,
2006-06-01,Herbert Kickl,FPÖ,Mann,Generalsekretär,-14,,,
